"","X","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR","idx","group"
"1070",1070,"Irinotecan","IGROV1",1,0.0408086988306009,0.038474897061932,106.065777810691,"Irinotecan_IGROV1","I"
"1071",1071,"Irinotecan","IGROV1",2,0.038796477298949,0.038474897061932,100.835818316809,"Irinotecan_IGROV1","I"
"1072",1072,"Irinotecan","IGROV1",3,0.0408290956916714,0.038474897061932,106.11879123666,"Irinotecan_IGROV1","I"
"1073",1073,"Irinotecan","IGROV1",4,0.0346129647368428,0.038474897061932,89.9624622286246,"Irinotecan_IGROV1","I"
"1074",1074,"Irinotecan","IGROV1",5,0.0218957559334267,0.038474897061932,56.9091995182773,"Irinotecan_IGROV1","I"
"1075",1075,"Irinotecan","LOXIMVI",1,0.0544971047636974,0.0508644306721432,107.141875065838,"Irinotecan_LOXIMVI","S"
"1076",1076,"Irinotecan","LOXIMVI",2,0.0517856998793689,0.0508644306721432,101.811224848193,"Irinotecan_LOXIMVI","S"
"1077",1077,"Irinotecan","LOXIMVI",3,0.0530461770936354,0.0508644306721432,104.289336168049,"Irinotecan_LOXIMVI","S"
"1078",1078,"Irinotecan","LOXIMVI",4,0.0453710738553168,0.0508644306721432,89.2000033338917,"Irinotecan_LOXIMVI","S"
"1079",1079,"Irinotecan","LOXIMVI",5,0.0117906716765099,0.0508644306721432,23.1805832105131,"Irinotecan_LOXIMVI","S"
"1080",1080,"Irinotecan","M14",1,0.0391432822219324,0.0383425390848164,102.088393612496,"Irinotecan_M14","I"
"1081",1081,"Irinotecan","M14",2,0.0391730831849983,0.0383425390848164,102.1661165901,"Irinotecan_M14","I"
"1082",1082,"Irinotecan","M14",3,0.0373469145660575,0.0383425390848164,97.4033422341787,"Irinotecan_M14","I"
"1083",1083,"Irinotecan","M14",4,0.0381479942808881,0.0383425390848164,99.4926136646871,"Irinotecan_M14","I"
"1084",1084,"Irinotecan","M14",5,0.0166533604850308,0.0383425390848164,43.4331186262661,"Irinotecan_M14","I"
"1085",1085,"Irinotecan","MALME3M",1,0.0130470903876685,0.0149155090091872,87.4733163959221,"Irinotecan_MALME3M","S"
"1086",1086,"Irinotecan","MALME3M",2,0.0153805566926955,0.0149155090091872,103.117880075175,"Irinotecan_MALME3M","S"
"1087",1087,"Irinotecan","MALME3M",3,0.0167338978112106,0.0149155090091872,112.191262134624,"Irinotecan_MALME3M","S"
"1088",1088,"Irinotecan","MALME3M",4,0.0139686380029125,0.0149155090091872,93.6517687348689,"Irinotecan_MALME3M","S"
"1089",1089,"Irinotecan","MALME3M",5,0.00238303673396068,0.0149155090091872,15.9769051964157,"Irinotecan_MALME3M","S"
"1090",1090,"Irinotecan","MDAMB231",1,0.031864796242294,0.0313143348703864,101.757857461083,"Irinotecan_MDAMB231","R"
"1091",1091,"Irinotecan","MDAMB231",2,0.0323707718271179,0.0313143348703864,103.373652868899,"Irinotecan_MDAMB231","R"
"1092",1092,"Irinotecan","MDAMB231",3,0.0301829406143463,0.0313143348703864,96.3869765692836,"Irinotecan_MDAMB231","R"
"1093",1093,"Irinotecan","MDAMB231",4,0.0301585613499227,0.0313143348703864,96.3091232010913,"Irinotecan_MDAMB231","R"
"1094",1094,"Irinotecan","MDAMB231",5,0.0227830813610348,0.0313143348703864,72.7560762677432,"Irinotecan_MDAMB231","R"
"1095",1095,"Irinotecan","OVCAR4",1,0.0268323888393136,0.029170765833557,91.9838340632342,"Irinotecan_OVCAR4","R"
"1096",1096,"Irinotecan","OVCAR4",2,0.0278137463092965,0.029170765833557,95.348015434345,"Irinotecan_OVCAR4","R"
"1097",1097,"Irinotecan","OVCAR4",3,0.0271617861526637,0.029170765833557,93.1130375789372,"Irinotecan_OVCAR4","R"
"1098",1098,"Irinotecan","OVCAR4",4,0.0259391354556057,0.029170765833557,88.9216813970867,"Irinotecan_OVCAR4","R"
"1099",1099,"Irinotecan","OVCAR4",5,0.0283318444623583,0.029170765833557,97.1241023427859,"Irinotecan_OVCAR4","R"
"1100",1100,"Irinotecan","OVCAR5",1,0.0458836303598615,0.0434162002674235,105.6832013793,"Irinotecan_OVCAR5","R"
"1101",1101,"Irinotecan","OVCAR5",2,0.0424666671520759,0.0434162002674235,97.8129520559172,"Irinotecan_OVCAR5","R"
"1102",1102,"Irinotecan","OVCAR5",3,0.0444679419855975,0.0434162002674235,102.422463761674,"Irinotecan_OVCAR5","R"
"1103",1103,"Irinotecan","OVCAR5",4,0.0454036870559865,0.0434162002674235,104.577753871414,"Irinotecan_OVCAR5","R"
"1104",1104,"Irinotecan","OVCAR5",5,0.0386074352781243,0.0434162002674235,88.9240307542358,"Irinotecan_OVCAR5","R"
"1105",1105,"Irinotecan","SF539",1,0.0434461286297226,0.0384652108775527,112.949149734356,"Irinotecan_SF539","I"
"1106",1106,"Irinotecan","SF539",2,0.0409072580214583,0.0384652108775527,106.348716380834,"Irinotecan_SF539","I"
"1107",1107,"Irinotecan","SF539",3,0.0330560012438357,0.0384652108775527,85.9373976892098,"Irinotecan_SF539","I"
"1108",1108,"Irinotecan","SF539",4,0.035507797965625,0.0384652108775527,92.3114605523882,"Irinotecan_SF539","I"
"1109",1109,"Irinotecan","SF539",5,0.0180146265757884,0.0384652108775527,46.8335572970985,"Irinotecan_SF539","I"
"1110",1110,"Irinotecan","SKMEL2",1,0.0360327564049927,0.0333796703715687,107.948209206055,"Irinotecan_SKMEL2","R"
"1111",1111,"Irinotecan","SKMEL2",2,0.0343857248719366,0.0333796703715687,103.013973742607,"Irinotecan_SKMEL2","R"
"1112",1112,"Irinotecan","SKMEL2",3,0.0315656961826505,0.0333796703715687,94.5656318090447,"Irinotecan_SKMEL2","R"
"1113",1113,"Irinotecan","SKMEL2",4,0.0304955907576671,0.0333796703715687,91.3597720355018,"Irinotecan_SKMEL2","R"
"1114",1114,"Irinotecan","SKMEL2",5,0.031540193007047,0.0333796703715687,94.4892284913379,"Irinotecan_SKMEL2","R"
"1115",1115,"Irinotecan","SW620",1,0.0385550812632951,0.037384362126904,103.131574459976,"Irinotecan_SW620","I"
"1116",1116,"Irinotecan","SW620",2,0.0377211017725497,0.037384362126904,100.900750010132,"Irinotecan_SW620","I"
"1117",1117,"Irinotecan","SW620",3,0.0377345739086915,0.037384362126904,100.936786832416,"Irinotecan_SW620","I"
"1118",1118,"Irinotecan","SW620",4,0.0348733281957144,0.037384362126904,93.283197068695,"Irinotecan_SW620","I"
"1119",1119,"Irinotecan","SW620",5,0.0214766114283265,0.037384362126904,57.4481152183969,"Irinotecan_SW620","I"
"1120",1120,"Irinotecan","T47D",1,0.0284759755268753,0.0276361106024267,103.039012748686,"Irinotecan_T47D","S"
"1121",1121,"Irinotecan","T47D",2,0.0265118612436367,0.0276361106024267,95.9319552054069,"Irinotecan_T47D","S"
"1122",1122,"Irinotecan","T47D",3,0.0279847908504828,0.0276361106024267,101.261683501967,"Irinotecan_T47D","S"
"1123",1123,"Irinotecan","T47D",4,0.0257091564135235,0.0276361106024267,93.0274045554946,"Irinotecan_T47D","S"
"1124",1124,"Irinotecan","T47D",5,0.00630839303426413,0.0276361106024267,22.8266311602841,"Irinotecan_T47D","S"
"1125",1125,"Irinotecan","UACC257",1,0.0264309235366654,0.0272559337351184,96.9730987517406,"Irinotecan_UACC257","I"
"1126",1126,"Irinotecan","UACC257",2,0.026167961377495,0.0272559337351184,96.0083100869091,"Irinotecan_UACC257","I"
"1127",1127,"Irinotecan","UACC257",3,0.0270333356853271,0.0272559337351184,99.1833042597085,"Irinotecan_UACC257","I"
"1128",1128,"Irinotecan","UACC257",4,0.0255246619867038,0.0272559337351184,93.6480923191269,"Irinotecan_UACC257","I"
"1129",1129,"Irinotecan","UACC257",5,0.0124417963262356,0.0272559337351184,45.6480282317561,"Irinotecan_UACC257","I"
"1130",1130,"MEDICA 16","A498",1,0.0305393808466973,0.0314525111334736,97.0967968729069,"MEDICA 16_A498","R"
"1131",1131,"MEDICA 16","A498",2,0.0321067106448113,0.0314525111334736,102.07995955732,"MEDICA 16_A498","R"
"1132",1132,"MEDICA 16","A498",3,0.0325695236895591,0.0314525111334736,103.551425675824,"MEDICA 16_A498","R"
"1133",1133,"MEDICA 16","A498",4,0.0332294194345297,0.0314525111334736,105.649495817728,"MEDICA 16_A498","R"
"1134",1134,"MEDICA 16","A498",5,0.0345054635416629,0.0314525111334736,109.706545831058,"MEDICA 16_A498","R"
"1135",1135,"MEDICA 16","ACHN",1,0.0375537641174422,0.0380091976631821,98.801780690622,"MEDICA 16_ACHN","R"
"1136",1136,"MEDICA 16","ACHN",2,0.0382287127700375,0.0380091976631821,100.577531545919,"MEDICA 16_ACHN","R"
"1137",1137,"MEDICA 16","ACHN",3,0.0405632595634807,0.0380091976631821,106.719589092439,"MEDICA 16_ACHN","R"
"1138",1138,"MEDICA 16","ACHN",4,0.0402599014622591,0.0380091976631821,105.921471479145,"MEDICA 16_ACHN","R"
"1139",1139,"MEDICA 16","ACHN",5,0.0390755595520286,0.0380091976631821,102.805536434355,"MEDICA 16_ACHN","R"
"1140",1140,"MEDICA 16","BT549",1,0.0365132818196509,0.0361593240141026,100.978883912239,"MEDICA 16_BT549","R"
"1141",1141,"MEDICA 16","BT549",2,0.0370032846486464,0.0361593240141026,102.334005564414,"MEDICA 16_BT549","R"
"1142",1142,"MEDICA 16","BT549",3,0.0333274897240197,0.0361593240141026,92.1684534562136,"MEDICA 16_BT549","R"
"1143",1143,"MEDICA 16","BT549",4,0.0339559397117168,0.0361593240141026,93.9064560456759,"MEDICA 16_BT549","R"
"1144",1144,"MEDICA 16","BT549",5,0.0346948693075233,0.0361593240141026,95.9499942365954,"MEDICA 16_BT549","R"
"1145",1145,"MEDICA 16","COLO205",1,0.0528267443021544,0.0534429368350681,98.8470084740753,"MEDICA 16_COLO205","R"
"1146",1146,"MEDICA 16","COLO205",2,0.0557893732967106,0.0534429368350681,104.390545506292,"MEDICA 16_COLO205","R"
"1147",1147,"MEDICA 16","COLO205",3,0.0577341433678963,0.0534429368350681,108.029511076593,"MEDICA 16_COLO205","R"
"1148",1148,"MEDICA 16","COLO205",4,0.0554452667396377,0.0534429368350681,103.746668920439,"MEDICA 16_COLO205","R"
"1149",1149,"MEDICA 16","COLO205",5,0.0534774113832766,0.0534429368350681,100.064507211336,"MEDICA 16_COLO205","R"
"1150",1150,"MEDICA 16","EKVX",1,0.021046859146786,0.0225374094814301,93.3863280255333,"MEDICA 16_EKVX","R"
"1151",1151,"MEDICA 16","EKVX",2,0.0229316386210476,0.0225374094814301,101.749221177981,"MEDICA 16_EKVX","R"
"1152",1152,"MEDICA 16","EKVX",3,0.0229112551177898,0.0225374094814301,101.658778204601,"MEDICA 16_EKVX","R"
"1153",1153,"MEDICA 16","EKVX",4,0.0232451521692534,0.0225374094814301,103.140301854153,"MEDICA 16_EKVX","R"
"1154",1154,"MEDICA 16","EKVX",5,0.023767637874339,0.0225374094814301,105.458606029777,"MEDICA 16_EKVX","R"
"1155",1155,"MEDICA 16","HCT15",1,0.0462554825824473,0.0483074373286203,95.752300557336,"MEDICA 16_HCT15","R"
"1156",1156,"MEDICA 16","HCT15",2,0.0491280389290745,0.0483074373286203,101.69870654672,"MEDICA 16_HCT15","R"
"1157",1157,"MEDICA 16","HCT15",3,0.0446283006584681,0.0483074373286203,92.3839125534145,"MEDICA 16_HCT15","R"
"1158",1158,"MEDICA 16","HCT15",4,0.0482629800501954,0.0483074373286203,99.9079701162317,"MEDICA 16_HCT15","R"
"1159",1159,"MEDICA 16","HCT15",5,0.0463867962843291,0.0483074373286203,96.0241297189381,"MEDICA 16_HCT15","R"
"1160",1160,"MEDICA 16","HOP62",1,0.0312530233815426,0.0328472134228197,95.1466505826348,"MEDICA 16_HOP62","R"
"1161",1161,"MEDICA 16","HOP62",2,0.0335289075028121,0.0328472134228197,102.075348283635,"MEDICA 16_HOP62","R"
"1162",1162,"MEDICA 16","HOP62",3,0.0336809481574635,0.0328472134228197,102.538220590927,"MEDICA 16_HOP62","R"
"1163",1163,"MEDICA 16","HOP62",4,0.0340132334616241,0.0328472134228197,103.549829398905,"MEDICA 16_HOP62","R"
"1164",1164,"MEDICA 16","HOP62",5,0.0319545524796679,0.0328472134228197,97.2823845613288,"MEDICA 16_HOP62","R"
"1165",1165,"MEDICA 16","HS578T",1,0.0264517460786376,0.0300198026815637,88.1143235990776,"MEDICA 16_HS578T","R"
"1166",1166,"MEDICA 16","HS578T",2,0.0303450868406265,0.0300198026815637,101.083565280269,"MEDICA 16_HS578T","R"
"1167",1167,"MEDICA 16","HS578T",3,0.0310419265031043,0.0300198026815637,103.404831911731,"MEDICA 16_HS578T","R"
"1168",1168,"MEDICA 16","HS578T",4,0.0337875362714525,0.0300198026815637,112.550827298418,"MEDICA 16_HS578T","R"
"1169",1169,"MEDICA 16","HS578T",5,0.0316130736703269,0.0300198026815637,105.307399937514,"MEDICA 16_HS578T","R"
"1170",1170,"MEDICA 16","HT29",1,0.047904878720039,0.0476834215568565,100.464432198764,"MEDICA 16_HT29","R"
"1171",1171,"MEDICA 16","HT29",2,0.048639986326365,0.0476834215568565,102.006074099292,"MEDICA 16_HT29","R"
"1172",1172,"MEDICA 16","HT29",3,0.0469862345168202,0.0476834215568565,98.5378837816724,"MEDICA 16_HT29","R"
"1173",1173,"MEDICA 16","HT29",4,0.0473124881608131,0.0476834215568565,99.2220914860292,"MEDICA 16_HT29","R"
"1174",1174,"MEDICA 16","HT29",5,0.0478912510202475,0.0476834215568565,100.435852664522,"MEDICA 16_HT29","R"
"1175",1175,"MEDICA 16","IGROV1",1,0.0390878900732091,0.038474897061932,101.593228463459,"MEDICA 16_IGROV1","R"
"1176",1176,"MEDICA 16","IGROV1",2,0.0390261852695152,0.038474897061932,101.432851676499,"MEDICA 16_IGROV1","R"
"1177",1177,"MEDICA 16","IGROV1",3,0.0368218145524252,0.038474897061932,95.7034777588985,"MEDICA 16_IGROV1","R"
"1178",1178,"MEDICA 16","IGROV1",4,0.0379291340568835,0.038474897061932,98.5815088623369,"MEDICA 16_IGROV1","R"
"1179",1179,"MEDICA 16","IGROV1",5,0.0426413000349272,0.038474897061932,110.828886601798,"MEDICA 16_IGROV1","R"
"1180",1180,"MEDICA 16","LOXIMVI",1,0.0519424279021617,0.0508644306721432,102.119353771925,"MEDICA 16_LOXIMVI","R"
"1181",1181,"MEDICA 16","LOXIMVI",2,0.0518446785364004,0.0508644306721432,101.927177501653,"MEDICA 16_LOXIMVI","R"
"1182",1182,"MEDICA 16","LOXIMVI",3,0.0510659143479389,0.0508644306721432,100.396119003267,"MEDICA 16_LOXIMVI","R"
"1183",1183,"MEDICA 16","LOXIMVI",4,0.0523599597717907,0.0508644306721432,102.94022577248,"MEDICA 16_LOXIMVI","R"
"1184",1184,"MEDICA 16","LOXIMVI",5,0.0516532923451541,0.0508644306721432,101.550910258085,"MEDICA 16_LOXIMVI","R"
"1185",1185,"MEDICA 16","M14",1,0.0364754849695573,0.0383425390848164,95.130593435325,"MEDICA 16_M14","R"
"1186",1186,"MEDICA 16","M14",2,0.0418855195581261,0.0383425390848164,109.240338688766,"MEDICA 16_M14","R"
"1187",1187,"MEDICA 16","M14",3,0.0385903746435794,0.0383425390848164,100.646372318262,"MEDICA 16_M14","R"
"1188",1188,"MEDICA 16","M14",4,0.0385913503685815,0.0383425390848164,100.648917076709,"MEDICA 16_M14","R"
"1189",1189,"MEDICA 16","M14",5,0.0378974500971131,0.0383425390848164,98.8391770646207,"MEDICA 16_M14","R"
"1190",1190,"MEDICA 16","MALME3M",1,0.015214420184423,0.0149155090091872,102.004029329819,"MEDICA 16_MALME3M","R"
"1191",1191,"MEDICA 16","MALME3M",2,0.0164738619853272,0.0149155090091872,110.44786989958,"MEDICA 16_MALME3M","R"
"1192",1192,"MEDICA 16","MALME3M",3,0.0150376064918252,0.0149155090091872,100.818594139582,"MEDICA 16_MALME3M","R"
"1193",1193,"MEDICA 16","MALME3M",4,0.0136430083534977,0.0149155090091872,91.4686072402513,"MEDICA 16_MALME3M","R"
"1194",1194,"MEDICA 16","MALME3M",5,0.0135891531606306,0.0149155090091872,91.1075388192276,"MEDICA 16_MALME3M","R"
"1195",1195,"MEDICA 16","MDAMB231",1,0.0323226627951354,0.0313143348703864,103.220020252458,"MEDICA 16_MDAMB231","R"
"1196",1196,"MEDICA 16","MDAMB231",2,0.0319954760099764,0.0313143348703864,102.175173582352,"MEDICA 16_MDAMB231","R"
"1197",1197,"MEDICA 16","MDAMB231",3,0.0317161075972523,0.0313143348703864,101.283031329035,"MEDICA 16_MDAMB231","R"
"1198",1198,"MEDICA 16","MDAMB231",4,0.0330062616873523,0.0313143348703864,105.403042485076,"MEDICA 16_MDAMB231","R"
"1199",1199,"MEDICA 16","MDAMB231",5,0.0305881975327429,0.0313143348703864,97.6811344049009,"MEDICA 16_MDAMB231","R"
"1200",1200,"MEDICA 16","OVCAR4",1,0.0278151869661459,0.029170765833557,95.352954135158,"MEDICA 16_OVCAR4","R"
"1201",1201,"MEDICA 16","OVCAR4",2,0.0292563283756707,0.029170765833557,100.293316063767,"MEDICA 16_OVCAR4","R"
"1202",1202,"MEDICA 16","OVCAR4",3,0.0281478567448369,0.029170765833557,96.4933759553774,"MEDICA 16_OVCAR4","R"
"1203",1203,"MEDICA 16","OVCAR4",4,0.0275674881748427,0.029170765833557,94.503820476081,"MEDICA 16_OVCAR4","R"
"1204",1204,"MEDICA 16","OVCAR4",5,0.0273593980078303,0.029170765833557,93.7904687313936,"MEDICA 16_OVCAR4","R"
"1205",1205,"MEDICA 16","OVCAR5",1,0.0446528074853591,0.0434162002674235,102.848262193187,"MEDICA 16_OVCAR5","R"
"1206",1206,"MEDICA 16","OVCAR5",2,0.0459166525578396,0.0434162002674235,105.759261001687,"MEDICA 16_OVCAR5","R"
"1207",1207,"MEDICA 16","OVCAR5",3,0.0469945575319346,0.0434162002674235,108.241986268881,"MEDICA 16_OVCAR5","R"
"1208",1208,"MEDICA 16","OVCAR5",4,0.0424077269328014,0.0434162002674235,97.6771957739038,"MEDICA 16_OVCAR5","R"
"1209",1209,"MEDICA 16","OVCAR5",5,0.0435411154198001,0.0434162002674235,100.28771553385,"MEDICA 16_OVCAR5","R"
"1210",1210,"MEDICA 16","SF539",1,0.0357940328926739,0.0384652108775527,93.0556003101554,"MEDICA 16_SF539","R"
"1211",1211,"MEDICA 16","SF539",2,0.0434007548703175,0.0384652108775527,112.831189223104,"MEDICA 16_SF539","R"
"1212",1212,"MEDICA 16","SF539",3,0.0388919765439547,0.0384652108775527,101.109484795912,"MEDICA 16_SF539","R"
"1213",1213,"MEDICA 16","SF539",4,0.0372148857418029,0.0384652108775527,96.7494650172852,"MEDICA 16_SF539","R"
"1214",1214,"MEDICA 16","SF539",5,0.0398939002686635,0.0384652108775527,103.714237771005,"MEDICA 16_SF539","R"
"1215",1215,"MEDICA 16","SKMEL2",1,0.0347582595585094,0.0333796703715687,104.130026365134,"MEDICA 16_SKMEL2","R"
"1216",1216,"MEDICA 16","SKMEL2",2,0.0327902845191327,0.0333796703715687,98.2342969661616,"MEDICA 16_SKMEL2","R"
"1217",1217,"MEDICA 16","SKMEL2",3,0.0344829402324405,0.0333796703715687,103.305214966447,"MEDICA 16_SKMEL2","R"
"1218",1218,"MEDICA 16","SKMEL2",4,0.0345385731936395,0.0333796703715687,103.471882164115,"MEDICA 16_SKMEL2","R"
"1219",1219,"MEDICA 16","SKMEL2",5,0.030079696086998,0.0333796703715687,90.1138200352588,"MEDICA 16_SKMEL2","R"
"1220",1220,"MEDICA 16","SW620",1,0.0370279037120343,0.037384362126904,99.0465039535523,"MEDICA 16_SW620","R"
"1221",1221,"MEDICA 16","SW620",2,0.0375796996752035,0.037384362126904,100.522511384938,"MEDICA 16_SW620","R"
"1222",1222,"MEDICA 16","SW620",3,0.0384315870880034,0.037384362126904,102.801238008407,"MEDICA 16_SW620","R"
"1223",1223,"MEDICA 16","SW620",4,0.0384261497271073,0.037384362126904,102.786693528879,"MEDICA 16_SW620","R"
"1224",1224,"MEDICA 16","SW620",5,0.037335425670162,0.037384362126904,99.8690991260575,"MEDICA 16_SW620","R"
"1225",1225,"MEDICA 16","T47D",1,0.0277840529297203,0.0276361106024267,100.535322532978,"MEDICA 16_T47D","R"
"1226",1226,"MEDICA 16","T47D",2,0.0259221937834963,0.0276361106024267,93.7982705179217,"MEDICA 16_T47D","R"
"1227",1227,"MEDICA 16","T47D",3,0.0265605306712727,0.0276361106024267,96.1080632994008,"MEDICA 16_T47D","R"
"1228",1228,"MEDICA 16","T47D",4,0.0272300467318559,0.0276361106024267,98.5306764891324,"MEDICA 16_T47D","R"
"1229",1229,"MEDICA 16","T47D",5,0.0271172981025208,0.0276361106024267,98.1227007397329,"MEDICA 16_T47D","R"
"1230",1230,"MEDICA 16","UACC257",1,0.0280869864963989,0.0272559337351184,103.049070963251,"MEDICA 16_UACC257","R"
"1231",1231,"MEDICA 16","UACC257",2,0.0275049534310911,0.0272559337351184,100.913634801114,"MEDICA 16_UACC257","R"
"1232",1232,"MEDICA 16","UACC257",3,0.0271488347970541,0.0272559337351184,99.6070619370258,"MEDICA 16_UACC257","R"
"1233",1233,"MEDICA 16","UACC257",4,0.0266765148157386,0.0272559337351184,97.8741549454485,"MEDICA 16_UACC257","R"
"1234",1234,"MEDICA 16","UACC257",5,0.0279280309737951,0.0272559337351184,102.465874936475,"MEDICA 16_UACC257","R"
"1235",1235,"Oligomycin A","A498",1,0.0302932377955989,0.0314525111334736,96.314210547593,"Oligomycin A_A498","R"
"1236",1236,"Oligomycin A","A498",2,0.0344180342550615,0.0314525111334736,109.428573473842,"Oligomycin A_A498","R"
"1237",1237,"Oligomycin A","A498",4,0.0287105285904047,0.0314525111334736,91.2821506320026,"Oligomycin A_A498","R"
"1238",1238,"Oligomycin A","A498",5,0.0283067290418158,0.0314525111334736,89.9983118094828,"Oligomycin A_A498","R"
"1239",1239,"Oligomycin A","ACHN",1,0.0391921770668959,0.0380091976631821,103.112350368973,"Oligomycin A_ACHN","R"
"1240",1240,"Oligomycin A","ACHN",2,0.0360307394511799,0.0380091976631821,94.7947909094682,"Oligomycin A_ACHN","R"
"1241",1241,"Oligomycin A","ACHN",3,0.0314024455632077,0.0380091976631821,82.6180174637727,"Oligomycin A_ACHN","R"
"1242",1242,"Oligomycin A","ACHN",4,0.0303268277697828,0.0380091976631821,79.7881292799798,"Oligomycin A_ACHN","R"
"1243",1243,"Oligomycin A","ACHN",5,0.0315167641339388,0.0380091976631821,82.9187830093762,"Oligomycin A_ACHN","R"
"1244",1244,"Oligomycin A","BT549",1,0.0337079061503613,0.0361593240141026,93.2205097009413,"Oligomycin A_BT549","R"
"1245",1245,"Oligomycin A","BT549",2,0.0298642689064506,0.0361593240141026,82.5907832093409,"Oligomycin A_BT549","R"
"1246",1246,"Oligomycin A","BT549",3,0.0258138148577671,0.0361593240141026,71.3890968971083,"Oligomycin A_BT549","R"
"1247",1247,"Oligomycin A","BT549",4,0.0256593790893927,0.0361593240141026,70.961998845402,"Oligomycin A_BT549","R"
"1248",1248,"Oligomycin A","BT549",5,0.0274631568943942,0.0361593240141026,75.9504156761425,"Oligomycin A_BT549","R"
